Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion_TMDB;Temporadas;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Ms Incognito;Ms Incognito;TMDB;2025;Una guardaespaldas se oculta en un pueblo haciéndose pasar por maestra de jardín de infancia para escapar de los enemigos de su jefe, ¡pero se enfrenta a un nuevo desafío: un agricultor de fresas escéptico!;https://image.tmdb.org/t/p/original/5ZUbrX4fkhvKGooG72y5jOKfxiI.jpg;Crimen, Drama;7.4;1;12;https://www.themoviedb.org/tv/275593;https://image.tmdb.org/t/p/original/aAjm3w7Gnjw7HDe5UQ0BbTec7S2.jpg;T1:12;전여빈 (Kim Young-ran / Bu Se-mi), Jung Jinyoung (Jeon Dong Min), 서현우 (Lee Don), 장윤주 (Ga Sun-young), 주현영 (Baek Hye-ji), 문성근 (Ga Seong-ho);https://image.tmdb.org/t/p/w185/l28uxiGDMyZjQMRvhfNCtkydmpK.jpg, https://image.tmdb.org/t/p/w185/8NHVBNi1Jb7f0RujRLtjD2i05tc.jpg, https://image.tmdb.org/t/p/w185/i5HP0n06Y5GIZfpsbibFQWAcUjV.jpg, https://image.tmdb.org/t/p/w185/xrUHrI2QZU3R5AI8U8WVO4wIdi0.jpg, https://image.tmdb.org/t/p/w185/mOI26FtPFBfFn49MikjfaY4a3NU.jpg, https://image.tmdb.org/t/p/w185/wQjOvAFqCItwMw7dxa486KnGgEE.jpg;Creador: Park Yoo-young, Hyun Gyu-ri | Director: Park Yoo-young;Dear X, Escudo humano, Sneaky Pete, Bosch: Legado, Peter Gunn;
My Boss;My Boss;TMDB;2024;Cheng Yao, quien aspira a convertirse en abogada, se incorpora a un prestigioso bufete y se muda a un apartamento cerca del trabajo, solo para descubrir que su compañero de vivienda es su nuevo jefe, Qian Heng. Inicialmente severo y desconfiado, Qian Heng la somete a un entrenamiento riguroso al creer que obtuvo el puesto gracias a sus contactos. A medida que Cheng Yao demuestra su talento y determinación, logra cambiar la opinión de él, y una admiración reticente se transforma poco a poco en romance.;https://image.tmdb.org/t/p/original/KjrmpcxafFVm12TWNHEhD0ZBpu.jpg;Comedia, Drama;7.3;1;36;https://www.themoviedb.org/tv/240437;https://image.tmdb.org/t/p/original/1uMwBdVOP4w6DxPx3mN3IZyZGO5.jpg;T1:36;陈星旭 (Qian Heng), 章若楠 (Cheng Yao), 陳小紜 (Cheng Xi), 李俊贤 (Wu Jun), 合文俊 (Bao Rui), 陈昊蓝 (Tan Ying);https://image.tmdb.org/t/p/w185/coASvXYBdg4xTrW7W46ZQmfkwxk.jpg, https://image.tmdb.org/t/p/w185/7qFHUBL4qUusjOb4aCACYBKcb6C.jpg, https://image.tmdb.org/t/p/w185/5hbLwalzQ3Q5EqGFTbE34TQgsqK.jpg, https://image.tmdb.org/t/p/w185/z27783G9x8U3DrGAMG9lm6fWcTz.jpg, https://image.tmdb.org/t/p/w185/ut8kR4SEqHPRMvDbHffmT6PvMTo.jpg, https://image.tmdb.org/t/p/w185/jyjIunAcma6jGcTSUWeN29L3sxd.jpg;;Ground Floor, Ally McBeal, Love is Sweet, Empezar de nuevo, Franklin & Bash;
My Country - The New Age;My Country - The New Age;TMDB;2019;Durante el final de la era Goryeo y el inicio de la de Joseon, dos amigos apuntan sus espadas entre sí debido a las diferencias de opinión sobre «mi país». En el ocaso del período Goryeo, algunos se encargan de proclamar la llegada de una nueva era, mientras otros arriesgan todo sin importar las consecuencias.;https://image.tmdb.org/t/p/original/juSfxfhGm88z38mqO1xar1lmYI2.jpg;Drama, Acción;7.0;1;16;https://www.themoviedb.org/tv/93490;https://image.tmdb.org/t/p/original/htYLE8PeFSSjtrk1uUnScA6SJua.jpg;T1:16;양세종 (Seo Hwi), 우도환 (Nam Seon-ho), 김설현 (Han Hee-jae), 장혁 (Yi Bang-won), 김영철 (Yi Seong-gye), 박예진 (Queen Sindeok);https://image.tmdb.org/t/p/w185/zQQixC3LXRvvbiecDFbNGIKe5Nc.jpg, https://image.tmdb.org/t/p/w185/6r1yIpHLmoIqujKv9KQeZPEUhXy.jpg, https://image.tmdb.org/t/p/w185/femMcHRxmj8wRTPP65pSdH0MxfW.jpg, https://image.tmdb.org/t/p/w185/wOGbzgmlogfpPUvXTWVSROVTUYf.jpg, https://image.tmdb.org/t/p/w185/ubEiUU1qZrURs3JLQcKb3VQDhZd.jpg, https://image.tmdb.org/t/p/w185/9Cns3QAFL54XmyrkP2784xm3FDQ.jpg;Creador: Chae Seung-dae | Director: Kim Jin-won;Six Flying Dragons, Batalla de amor y poder, Emperatriz, Reina por 7 días, El Payaso Coronado;https://www.youtube.com/watch?v=khANmq-3Too
My Dear Lady;My Dear Lady;TMDB;2020;Tras divorciarse de su marido, Ling Xunxun decide celebrar su soltería. Sin embargo, de camino a una fiesta, su coche colisiona con otro lujoso en el arcén. El propietario del coche, Cheng Li, un joven que parece ser universitario, le pide una gran indemnización. Lo que empeora la situación es que resulta ser también el jefe de su nueva empresa.  Ahora endeudada, Xun Xun regresa a la fuerza laboral, sabiendo que la única manera de obtener la custodia de su hijo es pagando una ridícula suma de dinero y probando que tiene lo necesario para mantenerse a sí misma y a su hijo. Por lo que acepta trabajar como asistente para su nuevo jefe, que no le hará las cosas fáciles.;https://image.tmdb.org/t/p/original/oOAnNc1WR7nVkkUZEYo1Rah33YH.jpg;Drama;6.6;1;16;https://www.themoviedb.org/tv/103809;https://image.tmdb.org/t/p/original/b0vwivX3Gagq67TcODYFwZbdW0S.jpg;T1:16;蒋梦婕 (Ling Xunxun), 刘特 (Cheng Li), 米露 (Zhou Quan), Sky Li (Hui Yiwang 'Eric'), Yilia Yu (Bao Xiaojing), Zhang Guansen (Michael);https://image.tmdb.org/t/p/w185/unzuNWPGgKVT2MyD7FNWreo6uVY.jpg, https://image.tmdb.org/t/p/w185/5OvL0eORGBvmWlLFdO6i4hKZrZn.jpg, https://image.tmdb.org/t/p/w185/1poySBVmWclsxZFA1hbPfO4rBAf.jpg, https://image.tmdb.org/t/p/w185/rLSASF4vaLljMIL3LCmLK62o1NF.jpg, https://image.tmdb.org/t/p/w185/oK47RACsMAcSICgsJfEKWvEnYni.jpg, https://image.tmdb.org/t/p/w185/3yNnoPtRwhPuCq2IYYxUkqOO23H.jpg;Director: Liu Mao;Find Yourself, The Affair, The Split, Secretos de un matrimonio, Ella y su marido perfecto;
My Demon;My Demon;TMDB;2019;Dale es un bien conocido y hábil aventurero que se ha ganado una muy buena fama pese a su juventud. Un día, en una misión que lo lleva a las profundidades del bosque, descubre a una pequeña niña perdida. La niña parece ser un demonio y hay señales que muestran que ha sido exiliada, pero Dale se ve incapaz de abandonar sola en el bosque a una niña tan pequeña y de aspecto inocente, así que decide llevársela con él. ¿Qué hará Dale ahora con la pequeña y dulce Latina? ¡Pues ser su padre adoptivo!;https://image.tmdb.org/t/p/original/vtpPJuEhoAdDuaHbOIFRfvWWJ3n.jpg;Animación, Acción, Ciencia ficción;7.321;1;12;https://www.themoviedb.org/tv/88804;https://image.tmdb.org/t/p/original/c65KeNojrNYSM1xOS0xmMg0rpJh.jpg;T1:12;Nobuhiko Okamoto (Dale Leki (voice)), Kanon Takao (Latina (voice)), Katsumi Fukuhara (Anthony (voice)), Yuuki Kuwahara (Chloe (voice)), Tsuyoshi Koyama (Kenis (voice)), Yuuki Hirose (Marcel (voice));https://image.tmdb.org/t/p/w185/7s1K2yQVF5iIWILaOfG7QrMZkXA.jpg, https://image.tmdb.org/t/p/w185/w3h6h9R29uRsOv01qbk94ym2msm.jpg, https://image.tmdb.org/t/p/w185/ijpwBGoo3iPmb9v1Oh4Fz9CFzOx.jpg, https://image.tmdb.org/t/p/w185/n9kLcB2YNl9S2kK6b2rId7cpjdh.jpg, https://image.tmdb.org/t/p/w185/xm7AT3bF4ARZvbx87ixXT8rNFgs.jpg, https://image.tmdb.org/t/p/w185/nLkHDUioXgQtQ74thpY2PfzFx6V.jpg;;The Ancient Magus' Bride (Mahou Tsukai no Yome), Maoujou de Oyasumi, Shinmai Maou no Testament, Yakusoku no Neverland, Arafou Otoko no Isekai Tsuuhan Seikatsu;
My Lovely Liar;My Lovely Liar;TMDB;2023;Cuenta la historia de una mujer que no puede confiar en las personas debido a su capacidad para escuchar mentiras y un sospechoso de asesinato en el que nadie cree.;https://image.tmdb.org/t/p/original/ayi72c1WLJpwG5GMs8RL5G6972s.jpg;Misterio, Comedia, Drama, Ciencia ficción;7.562;1;16;https://www.themoviedb.org/tv/210781;https://image.tmdb.org/t/p/original/pxjR0Wds0gkwY8pYDYExf6DuLoL.jpg;T1:16;김소현 (Mok Sol-hee), 황민현 (Kim Do-ha), 서지훈 (Lee Kang-min), 이시우 (Syaon), Yun Ji-on (Jo Deuk-chan), 남현우 (Jo Jae-chan);https://image.tmdb.org/t/p/w185/fmraV9d1NYEN3I3I6npE1rwOQ0.jpg, https://image.tmdb.org/t/p/w185/v5EwxluES8RZ8O4eErTz0r9lDJ5.jpg, https://image.tmdb.org/t/p/w185/hq3JSMoE8qWbPeae52dQXVaeRme.jpg, https://image.tmdb.org/t/p/w185/mMrJVH60NvKww4ILatUyRNvRae4.jpg, https://image.tmdb.org/t/p/w185/lm6SziV6Mm954EW32xyiSc5jzif.jpg, https://image.tmdb.org/t/p/w185/vR84UaBgoNEyOJXzp0C1VSRls3Y.jpg;Creador: Nam Sung-woo | Director: Nam Sung-woo;He is Psychometric, Medium, Solo asesinatos en el edificio, Emergencia, Fortitude;https://www.youtube.com/watch?v=XWcT4q10EgU
My Man is Cupid;My Man is Cupid;TMDB;2023;Historia de amores desafortunados entre un cupido y una chica humana. Los humanos y los cupidos no pueden ser pareja, pero él se dispara a sí mismo por accidente y se enamora, de modo que su destino se ve perjudicado. Ambos vuelven a encontrarse tras siglos de reencarnaciones. ¿Adónde llegará esta historia?;https://image.tmdb.org/t/p/original/foteCZN3yD449HzoKfUZF5XtxxI.jpg;Comedia, Drama;7.6;1;16;https://www.themoviedb.org/tv/155040;https://image.tmdb.org/t/p/original/vm1XKRtPkHmyTy9IXL1jDqROCIf.jpg;T1:16;장동윤 (Cheon Sang-hyuk), 나나 (Oh Baek-ryun), 박기웅 (Seo Jae-hee / Prince Lee Seon), Moon Ji-hoo (Cheon Dong-chil), Park Myung-hoon (Cheon Dong-koo), 엄세웅 (Cheon Dong-pal);https://image.tmdb.org/t/p/w185/caPJ7bSx5Mxy7xV8Tpz4YRswPGZ.jpg, https://image.tmdb.org/t/p/w185/zEjVBD734pLcNQrZESkKTNhKl6z.jpg, https://image.tmdb.org/t/p/w185/19vobS9gEMYOvACAnQh36Blwyae.jpg, https://image.tmdb.org/t/p/w185/7CaGHMvnWlkTpD2DkkAAqiNY1d7.jpg, https://image.tmdb.org/t/p/w185/5SucrxkigHss7UuJKrkfAZX5MXz.jpg, https://image.tmdb.org/t/p/w185/qVRtK9wPQDx2DgajBIBsKuFevIF.jpg;Creador: Heo Seong-hee | Director: Nam Tae-jin, Myung Hyun-woo;Mi Querido Némesis, Dear X, Mi compañero de cuarto es un zorro de nueve colas, La reina de las sombras, Mi adorable demonio;https://www.youtube.com/watch?v=Wd84_PtvIhU
My Name;My Name;TMDB;2005;La vida de Earl está llena de decisiones erróneas. Cuando, de repente, un pequeño premio de lotería parece anunciar un cambio en su vida, es atropellado por un coche y el billete premiado desaparece volando mientras Earl está inconsciente. En el hospital Carson Daly le enseña que el éxito de una persona depende del bien que haga a los demás. Tras salir del hospital, Earl encuentra el billete y decide empezar a hacer el bien: empieza por elaborar una lista con todas las cosas que ha hecho mal para ir compensándolas con buenas acciones.;https://image.tmdb.org/t/p/original/57shLTTkHvhLUhyP1t0lNZPoAxD.jpg;Comedia;7.656;4;92;https://www.themoviedb.org/tv/2317;https://image.tmdb.org/t/p/original/9dTbuwQy6WoVNy9hqBAuwR1MoUU.jpg;T1:24|T2:23|T3:18|T4:27;Jason Lee (Earl Hickey), Ethan Suplee (Randy Hickey), Jaime Pressly (Joy Turner), Nadine Velazquez (Catalina Aruca), Eddie Steeples (Darnell Turner);https://image.tmdb.org/t/p/w185/3duPl6Ve8RnvcouOaXoMCdJf5ln.jpg, https://image.tmdb.org/t/p/w185/gGSb8P9nQdDNu0JC65zyAyMUFhS.jpg, https://image.tmdb.org/t/p/w185/sST9yap7qQXr6Us9rg6w9GwaFDH.jpg, https://image.tmdb.org/t/p/w185/uBWREzpphsFFJuVoT5LoQQ1WNTA.jpg, https://image.tmdb.org/t/p/w185/rD7gNnaa4hQeIxyBBLYkEUWoIuD.jpg;Creador: Greg Garcia;Sanford and Son, Benson, One Day at a Time, Key & Peele, Nick Cannon Presents: Wild 'N Out;https://www.youtube.com/watch?v=LyAKsyDN_04
My Romantic Some Recipe;My Romantic Some Recipe;TMDB;2016;Una estudiante universitaria de 21 años, enamorada en secreto de un cliente de la tienda donde trabaja, conoce a un ídolo.;https://image.tmdb.org/t/p/original/m1SZ5tpfjh2IGWUKhXnQhrmhAgF.jpg;Comedia;5.5;1;6;https://www.themoviedb.org/tv/83345;https://image.tmdb.org/t/p/original/eANECEAR3y8z1hTSjIrPj0lheuJ.jpg;T1:6;Ahn Ji Hoon (Kang Joon), 주아름 (Ahn Mi Nyeo), 차은우 (Cha Eun Woo), 이수빈 (Woman from Couple);, https://image.tmdb.org/t/p/w185/tX9hQCRq6EBF7wGYEwqxsX61Th3.jpg, https://image.tmdb.org/t/p/w185/kZUO2s2ZsBRYZ8acu0wMzlGHpRS.jpg, https://image.tmdb.org/t/p/w185/bfV8LDvjmx7FWc8A6TPs5nEN3uT.jpg;;Una chef en casa, ¿Quién es el jefe?, Two Guys and a Girl, Chowder, Friends;
My Strange Hero;My Strange Hero;TMDB;2018;Cuando Kang Bok Su era alumno de secundaria, fue falsamente acusado de cometer actos de violencia y fue expulsado de la escuela. Esto lo causaron su primer amor, Son Soo Jung, y un alumno llamado Oh Se Ho. Kang Bok Su ya es un adulto y su vida es un desastre. Regresa a la escuela como profesor, intentando buscar venganza. Sin embargo, se encuentra con circunstancias inesperadas.;https://image.tmdb.org/t/p/original/sY5QJHdrdjegDA8kIfGu3n2DnjK.jpg;Drama, Comedia, Misterio;7.367;1;32;https://www.themoviedb.org/tv/84464;https://image.tmdb.org/t/p/original/mjMkTMbWxma8A2Z9OFhTbvetOLO.jpg;T1:32;유승호 (Kang Bok-Soo), 조보아 (Son Soo-Jung), 곽동연 (Oh Se-Ho), Kim Dong‑young (Lee Kyung-Hyun), 박아인 (Yang Min-Ji), 천호진 (Teacher Park);https://image.tmdb.org/t/p/w185/cDkIwmfjChprlO7qaoDQl1Em54P.jpg, https://image.tmdb.org/t/p/w185/1torx99sDl20pTzMI9XHaPuVP96.jpg, https://image.tmdb.org/t/p/w185/klgX8YheSFFXqEdjuCQY5rxTTGa.jpg, https://image.tmdb.org/t/p/w185/7y3B0CvOB61EIGMMRx1oM7tlRL5.jpg, https://image.tmdb.org/t/p/w185/ox6FlVKrHHp0Ndr7SAADtEYySEC.jpg, https://image.tmdb.org/t/p/w185/eS5jGpHrBDu3wtHHEfUNkwnZ0uE.jpg;Director: 박선호, 함준호;La venganza de los otros, Sweet Revenge, Pinocho, Crazy Love, Idol I;https://www.youtube.com/watch?v=bRoIW3NVq2A
Never Twice;Never Twice;TMDB;2019;Una antigua posada majestuosa se encuentra en el corazón de Seúl. Puede ser viejo, descolorido y desgastado, pero Nakwon Inn emana encantos del viejo mundo. A medida que el típico invierno frío y sin incidentes llega a su fin en la posada, los invitados comienzan a llegar uno por uno como si cada uno hubiera prometido estar presente. Extraña y coincidentemente, cada uno de ellos repite Never Twice al entrar. La verdad es que todos tienen una fatídica razón para estar allí. ¿Qué podría haber unido a estos individuos? ¿Y qué tienen todos en común teniendo en cuenta su estadía a largo plazo, los números de habitación asignados, el sexo, la edad y la ciudad de origen? Se revela la verdadera razón para venir a Nakwon Inn.;https://image.tmdb.org/t/p/original/d9BaEcwt11PxKAVo8gePtOQYaPi.jpg;Drama;8.3;1;72;https://www.themoviedb.org/tv/94940;https://image.tmdb.org/t/p/original/6sVA5vIpmqFrRTaU3l6qz1VMva2.jpg;T1:72;박세완 (Geum Bak-Ha), 곽동연 (Na Hae-Joon), 윤여정 (Bok Mak-Rye), 오지호 (Gam Poong-Ki), 예지원 (Bang Eun-Ji), 박아인 (Na Hae-Ri);https://image.tmdb.org/t/p/w185/yRaB00ZVVQ6DMjJmictDEaNf6t8.jpg, https://image.tmdb.org/t/p/w185/klgX8YheSFFXqEdjuCQY5rxTTGa.jpg, https://image.tmdb.org/t/p/w185/rSoSAX85gvPNSWmWXcCaJ2eBPrp.jpg, https://image.tmdb.org/t/p/w185/fazANaJGfsSU0i7ko6QUV2EvMsu.jpg, https://image.tmdb.org/t/p/w185/uGRuEuXy9WCKLiqxxO8KzWMTbgT.jpg, https://image.tmdb.org/t/p/w185/ox6FlVKrHHp0Ndr7SAADtEYySEC.jpg;Creador: Koo Hyun-sook;Pachinko, Hotel del Luna, El Penthouse, The White Lotus, Itaewon Class;https://www.youtube.com/watch?v=6tJD4OtE4Mk
Nevertheless;Nevertheless;TMDB;2021;[Nevertheless] Un romance hiperrealista entre un hombre al que le molestan las relaciones pero le gusta coquetear y una mujer que quiere salir pero no cree en el amor.;https://image.tmdb.org/t/p/original/4zp48TRhUAMlnUr3nEROWwuoATD.jpg;Drama;7.339;1;10;https://www.themoviedb.org/tv/126035;https://image.tmdb.org/t/p/original/cPLtnxTlFpCIyH6AkGNuGCluvY1.jpg;T1:10;한소희 (Yoo Na-bi), 송강 (Park Jae-eon), 채종협 (Yang Do-hyeok), 이열음 (Yoon Seol-a), 양혜지 (Oh Bit-na), 김강빈 (Nam Gyu-hyun);https://image.tmdb.org/t/p/w185/yTp8dDqsufHzup74gV0fzOBOLqB.jpg, https://image.tmdb.org/t/p/w185/83fLAMMb1LGT8YZ4dgRI0fti3az.jpg, https://image.tmdb.org/t/p/w185/eFlwUjihobBpGKeRqGUV3NSZP0G.jpg, https://image.tmdb.org/t/p/w185/f0GTS4kgkFAE2zvvX5BzZjTgw95.jpg, https://image.tmdb.org/t/p/w185/Apv9I2oG4eZNX6De9Y1gqy19f0U.jpg, https://image.tmdb.org/t/p/w185/qBOxRyaXPfshr60QZfNHCLgC1oj.jpg;Creador: 김가람, 정서 | Director: 김가람;Love Alarm, Dear X, Mi compañero de cuarto es un zorro de nueve colas, Love for Love's Sake, ¡Doona!;https://www.youtube.com/watch?v=xJCTxUuu3js
No Gain No Love;No Gain No Love;TMDB;2024;Son Hae Yeong es una mujer soltera que odia fracasar y no quiere perder dinero bajo ninguna circunstancia. Tiene una mala relación con el chico de la tienda de conveniencia, Kim Ji Uk, el cual es el tipo de persona que no puede ignorar a la gente necesitada y trata de hacer lo correcto. Un día, Hae Yeong descubre que en su empresa solamente dan beneficios y cargos importantes a aquellos que están casados, dejándola fuera de juego en un concurso para un proyecto importante. Es entonces cuando decide hacer una boda falsa y escoge como prometido a Ji Uk, dando lugar a un mar de líos.;https://image.tmdb.org/t/p/original/918t6O0bq286oiyUg9vbqyR07dt.jpg;Drama, Comedia;8.495;1;12;https://www.themoviedb.org/tv/229480;https://image.tmdb.org/t/p/original/6q52MB16qAXVqr3EkPcsHAXUAdg.jpg;T1:12;신민아 (Son Hae-yeong), 김영대 (Kim Ji-uk), 이상이 (Bok Gyu-hyeon), 한지현 (Nam Ja-yeon), 주민경 (Cha Hee-Sung), 전혜원 (Kwon Yi-rin);https://image.tmdb.org/t/p/w185/6CjxjYvZBuvbAQTcuoPb8EeVrUI.jpg, https://image.tmdb.org/t/p/w185/eF0ymiYRrCmoFncGf6mxRjhWelZ.jpg, https://image.tmdb.org/t/p/w185/4OSOux7D8ZIbNsA7eINSwmHM9nb.jpg, https://image.tmdb.org/t/p/w185/vtcti64Em6Gc9tDLsLNbeB4Mwds.jpg, https://image.tmdb.org/t/p/w185/w9M3K295SPKvXWem4Ox8M9o4ONm.jpg, https://image.tmdb.org/t/p/w185/iiLAT4wZ1DtPUPA0l8YH9MeXgQS.jpg;Director: 김정식;Amor de mentira, Wedding Impossible, Beso Dinamita, Miénteme, Amor por contrato;https://www.youtube.com/watch?v=tBo9xY1MPrE
Odisea Coreana;Odisea Coreana;TMDB;2017;"Es una versión moderna de una novela clásica china, ""Journey to the West"". La historia muestra la vida de Jin Seon Mi que tiene la habilidad de ver fantasmas y quien por cosas del destino se cruza con Woo Hwi Chul un extraño ser que le pide un favor, mientras Seon Mi realiza el favor conoce a Son Oh Gong otro extraño ser que termina engañandola, debido a este incidente Seon Mi sufre muchos problemas.";https://image.tmdb.org/t/p/original/v5RYaPAP3Qp8FAMt2KClfIcse81.jpg;Comedia, Misterio, Ciencia ficción, Drama;8.0;1;20;https://www.themoviedb.org/tv/75123;https://image.tmdb.org/t/p/original/6oxQe4fyYJQT77NBNLQzbW7pf4Z.jpg;T1:20;이승기 (Son O-gong), 차승원 (Devil King Woo / Woo Hwi), Oh Yeon-seo (Jin Seon-mi / Samjang), 이홍기 (Jeo Pal-kye / PK), Jang Kwang (Sa O-jeong / Yun Dae-shik), 이엘 (Ms. Ma Ji-young);https://image.tmdb.org/t/p/w185/urz7CEh9rpC9GFqh5ht8R65dY9w.jpg, https://image.tmdb.org/t/p/w185/zT9SINDaQylXoRTWMb9OdBjLjLt.jpg, https://image.tmdb.org/t/p/w185/dmXIeZ3ARlB6z52MXuc8VpLoWut.jpg, https://image.tmdb.org/t/p/w185/7XLhranbxfksAp7SkLp9JD4h0ws.jpg, https://image.tmdb.org/t/p/w185/t8xMsqeIe3YzdFNeeh43TPs7c1Y.jpg, https://image.tmdb.org/t/p/w185/4AkevGu4IoGiWEeq46nX3pvByWO.jpg;Creador: 홍미란, Kim Byeong-su, 박홍균, 홍정은 | Director: Kim Jeong-hyeon, 박홍균;El hada y el pastor, Oh mis clientes fantasmas, Embrujadas, El sabor de lo nuestro, Mi némesis con aires de realeza;https://www.youtube.com/watch?v=vf0HtEMlQCU
Oh My Ghost;Oh My Ghost;TMDB;2015;Na Bong-sun trabaja como ayudante de cocina en un restaurante muy popular, pero debido a su tímida personalidad y baja autoestima, está constantemente siendo reprendida en su trabajo. Desde que era niña, ha podido ver fantasmas ya que su abuela era una chamana. Un día es poseída por un fantasma llamado Shin Soon-ae, que era una chica que murió hace algunos años y no ha podido subir al cielo, por lo que está desesperada por seducir a un hombre para solucionar su problema. Kang Sun-woo es el dueño del restaurante y un chef famoso, y un día el empieza a notar en Bong-sun un cambio repentino, lo que hace que le empiece a interesar.;https://image.tmdb.org/t/p/original/9AJaQVTnCmdqIAeKnAMX3Er37AO.jpg;Comedia, Ciencia ficción, Telenovela;8.1;1;16;https://www.themoviedb.org/tv/63119;https://image.tmdb.org/t/p/original/7aJYOSPEhzyFKvwXlmqLd1nHOg9.jpg;T1:16;Park Bo-young (Na Bong-sun), 조정석 (Kang Sun-woo), 임주환 (Choi Sung-jae), 김슬기 (Shin Soon-ae), 곽시양 (Seo Joon), 박정아 (Lee So-hyung);https://image.tmdb.org/t/p/w185/x1LNh8i8XmO3oqNYzRslzYj1VoZ.jpg, https://image.tmdb.org/t/p/w185/pVZHsNj31fNMyWixqg26TA9HjU1.jpg, https://image.tmdb.org/t/p/w185/5aMAmPrQUGE5HaWrFsR3AXaFGL5.jpg, https://image.tmdb.org/t/p/w185/u86TkLLd1PLxAvCgSQvr89tWDWP.jpg, https://image.tmdb.org/t/p/w185/8fHGivHyjPxWjLFNlFratxey0To.jpg, https://image.tmdb.org/t/p/w185/g9yiwU44KeDBOwH2J1RhLPG91o8.jpg;Director: 유제원;Deadbeat, The Good Place, ¡Qué susto, tía!, Cazador de demonios, Cuentos asombrosos;
Oh My venus;Oh My venus;TMDB;2015;Kim Young Ho es un entrenador personal para las estrellas de  Hollywood. A pesar de que viene de una familia rica, pasó gran parte de  su infancia en el hospital. Ahora, él supera sus problemas con paciencia  y obstinación aunque su cuerpo sigue recordando el dolor del pasado.  Kang Joo Eun es abogada de 33 años de edad. Ella ha luchado por  mantener a su familia. Ahora, Kang Joo Eun tiene sobrepeso y no es tan  atractiva como en su juventud.;https://image.tmdb.org/t/p/original/hWIH7pU2By9uJoA91zgmplM3BtM.jpg;Comedia, Drama;8.1;1;16;https://www.themoviedb.org/tv/64320;https://image.tmdb.org/t/p/original/5vqZX640ttf7pCoK7g2dTMIHkjl.jpg;T1:16;소지섭 (Kim Young-ho / John Kim), 신민아 (Kang Ju-eun), 정겨운 (Im U-sik), 유인영 (Oh Su-jin), 성훈 (Jang Jun-seong), 헨리 (Kim Ji-ung);https://image.tmdb.org/t/p/w185/oEdXNo3ohtldtIW6DMFPpvMYW4g.jpg, https://image.tmdb.org/t/p/w185/6CjxjYvZBuvbAQTcuoPb8EeVrUI.jpg, https://image.tmdb.org/t/p/w185/zgg2Xy4fGrBdRUefAN7eNVvcxON.jpg, https://image.tmdb.org/t/p/w185/x0vOHmoA04xhImosJ2o4UOXxJxh.jpg, https://image.tmdb.org/t/p/w185/wGNCbshSo0YBcrsUCxfWMR9DLNr.jpg, https://image.tmdb.org/t/p/w185/apbaSap49dGzaE6TcmUshTWN25q.jpg;Creador: Kim Hyung-suk | Director: Kim Hyung-suk, Lee Na-jeong;El sabor de lo nuestro, El príncipe del café, Un lugar en tu corazón, Cómo conocí a tu padre, Destinado a Amarte;https://www.youtube.com/watch?v=6Ug6U9vcXwQ
Our Unwritten Seoul;Our Unwritten Seoul;TMDB;2025;Dos hermanas gemelas, que son diferentes en todo excepto en su apariencia, deciden intercambiar sus identidades y emprenden un viaje para redescubrir la vida y el amor. Yoo Mi-rae, quien tenía un trabajo estable y parecía tenerlo todo de la vida, en realidad es víctima de acoso en el trabajo. Para salvar a su hermana, Yoo Mi-ji le propone vivir su vida por ella, tal como hacían cuando eran niñas, asumiendo cada una las cargas que odiaba la otra. Aunque preparadas para intercambiar vidas, las variables diarias inquietan el corazón de las hermanas: Mi-ji debe así reencontrarse con su primer amor, Ho-soo, que conoce a las hermanas desde la escuela, y que siente una extraña inquietud ante ella creyéndola su hermana. A su vez, Mi-rae trabaja en el campo del inexperto Han Se-jin, que se está dedicando a la agricultura por primera vez en su vida .Además, se revelan heridas y el dolor ocultos en lo profundo de los corazones de las gemelas Mi-ji y Mi-rae, así como de Lee Ho-soo y Han Se-jin.;https://image.tmdb.org/t/p/original/cI2jAwUO3paBOsUl0xcSQD4aBwe.jpg;Drama;8.453;1;12;https://www.themoviedb.org/tv/261980;https://image.tmdb.org/t/p/original/m0VuPoWQhbgMjVIwAdZmmHgHQrl.jpg;T1:12;Park Bo-young (Yoo Mi-ji / Yoo Mi-rae), Jinyoung (Lee Ho-su), 류경수 (Han Se-jin), 장영남 (Kim Ok-hee), Kim Sun-young (Yeom Bun-hong), 원미경 (Kim Ro-sa);https://image.tmdb.org/t/p/w185/x1LNh8i8XmO3oqNYzRslzYj1VoZ.jpg, https://image.tmdb.org/t/p/w185/vK4mbpbbheVLOPMnJBRxJMhPqqQ.jpg, https://image.tmdb.org/t/p/w185/4tjiTN3osUTaXE8lFAyK2Sjl8Lw.jpg, https://image.tmdb.org/t/p/w185/u0hl8WSswFhKVaKwaMAERU0xUJk.jpg, https://image.tmdb.org/t/p/w185/9aFsdy8tAZkoP33qG8CH6y3lafP.jpg, https://image.tmdb.org/t/p/w185/wWwtM0g47D2sYsVKxBTX3IjH6su.jpg;Director: 박신우;Orphan Black, El afecto del rey, Amor en la ciudad, High School Return of a Gangster, This Is Us;https://www.youtube.com/watch?v=lsDGSricQ60
