Original;Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Episodios;URL_TMDB;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Diary of a Wimpy Kid Rodrick Rules [2022][1080p][3.14Gb];El diario de Greg 2: La ley de Rodrick;2022;Un nuevo año escolar, su hermano Rodrick se burla de él una y otra y otra y otra vez. ¿Conseguirá Greg llevarse bien con él? ¿O un secreto arruinará todo?;https://image.tmdb.org/t/p/w500/50mgkPMIm0mCmn2F7eHsrdEPZcr.jpg;Animación, Comedia, Familia;6.794;0;0;https://www.themoviedb.org/movie/897192;https://image.tmdb.org/t/p/original/94QHrTXnxdmIyXWGUpOPe7PU8DL.jpg;;Brady Noon (Greg Heffley (voice)), Ethan William Childress (Rowley Jefferson (voice)), Hunter Dillon (Rodrick Heffley (voice)), Erica Cerra (Susan Heffley (voice)), Chris Diamantopoulos (Frank Heffley (voice)), Ed Asner (Grandpa Heffley (voice));https://image.tmdb.org/t/p/w185/qn7dJS2XxKfSoJdK9BVgFiPEeCJ.jpg, https://image.tmdb.org/t/p/w185/5rKHessdCKHRpO4bVy6PNxitpfh.jpg, https://image.tmdb.org/t/p/w185/oyS0TEPIm0dN489rFc2epzZmRxA.jpg, https://image.tmdb.org/t/p/w185/c2Eou9gh70jU5MvWAzTA0vO8Xm9.jpg, https://image.tmdb.org/t/p/w185/oenBtpk0RTId4wacQKYU4cPcq8Z.jpg, https://image.tmdb.org/t/p/w185/AeVizz1AfAB2TbsfyzgBvqeSR3G.jpg;Director: Luke Cormican;El diario de Greg, El diario de Greg 2: La ley de Rodrick, Una familia feliz 2, El emperador y sus locuras 2: La gran aventura de Kronk, Bob Esponja: Un héroe al rescate;https://www.youtube.com/watch?v=WOND7P_y1fI
Disney Princess Enchanted Tales [2007][720p][700 Mb];Cuentos encantados: Sigue tus sueños;2007;Dos aventuras protagonizadas por el par de las más hermosas princesas de Disney. La primera historia es con Aurora, la encantadora heroína de La bella durmiente. La segunda es con Jasmine, la morena belleza de Aladdin.;https://image.tmdb.org/t/p/w500/beAvTAhMQpTRxmlgGgpfg9F2rc1.jpg;Animación, Familia, Fantasía;6.48;0;0;https://www.themoviedb.org/movie/15485;https://image.tmdb.org/t/p/original/8iwjFgudDelX4o3XdczcB2ij1L7.jpg;;Susanne Blakeslee (Narrator (voice)), Erin Torpey (Princess Aurora (voice)), Corey Burton (King Stefan (voice)), Barbara Dirickson (Queen Leah / Flora (voice)), Frank Welker (Rajah / Abu (voice)), Lea Salonga (Jasmine (singing voice));https://image.tmdb.org/t/p/w185/5s4vquKADCS90iOiEwgCTZkaQjX.jpg, https://image.tmdb.org/t/p/w185/8qdkRihmHW5lzKCEOynuEmu1stc.jpg, https://image.tmdb.org/t/p/w185/wcpFwdL7m01cZoBJiUSMQVakK2G.jpg, https://image.tmdb.org/t/p/w185/pjgAITy112tI8BOBQ5SvTDM3Vpm.jpg, https://image.tmdb.org/t/p/w185/aC37aQtsfZZDZN5y3paDTLJJHCi.jpg, https://image.tmdb.org/t/p/w185/nK9DqbXGPVnaET6I6u0IHL89DjP.jpg;Director: David Block;My Little Pony: Equestria Girls - Forgotten Friendship, Monster High: ¡Monstruos! ¡Cámara! ¡Acción!, La rebelión de los cuentos, My Little Pony: Una nueva generación, La Princesa Cisne: Ha nacido un cuento de hadas;
Dota - Dragon's Blood;Dota: Sangre de dragón;2021 - 2022;Un Caballero Dragón atormentado pero valiente debe usar su poder de dragón para detener a un demonio letal en esta fantasía épica basada en el videojuego en línea.;https://image.tmdb.org/t/p/w500/s1wP1YeQS9fgSHiXZ3yJb2ufB2D.jpg;Ciencia ficción, Acción, Animación;7.723;3;24;https://www.themoviedb.org/tv/118956;https://image.tmdb.org/t/p/original/wsYqM5sRdWglejqm8MugRDRp7D.jpg;T1:8|T2:8|T3:8;;;Creador: Ashley Miller;La leyenda de Vox Machina, La leyenda del buscador, Maldita, Tekken: Linaje, Juego de tronos;https://www.youtube.com/watch?v=F0evM-hBlcI
Dragon Nest - Warriors' Dawn [2014][720p][932 Mb];Dragon Nest: Warriors' Dawn;2014;La tierra de Altera ha observado una paz precaria desde hace años entre los humanos, elfos y bestias malas que son leales al legendario Dragón Negro. Pero éste sale de su hibernación, por lo que las bestias que marchan a través de Altera. Con una conquista peligrosamente cerca, un pequeño grupo de humanos y elfos se unen para tratar de encontrar un camino oculto secreto en la cueva del Dragón Negro para destruirlo. Pero el destino de todos ellos puede estar en las manos del joven guerrero Lambert, quien debe reunir la confianza y la habilidad necesaria para enfrentar al propio Dragón justo cuando todo esta a punto de perderse.;https://image.tmdb.org/t/p/w500/g2w3C3qap1btgCvFOJiYki4aNmy.jpg;Fantasía, Animación;7.588;0;0;https://www.themoviedb.org/movie/257932;https://image.tmdb.org/t/p/original/6i29AyCu1aKAbzbmQITTmOF2cVb.jpg;;沈达威 (Lambert (voice)), 徐娇 (莉亚 (voice)), Ye Sun (杰兰特 (voice)), 胡歌 (贝斯柯德 (voice)), Jing Tian (阿尔杰塔 (voice)), 孟祥龙 (巴尔纳 (voice));https://image.tmdb.org/t/p/w185/4waVqoZINWqElh32KqEAT6vSfM9.jpg, https://image.tmdb.org/t/p/w185/tYVYOWMdX5UvoBdLLHRjWArsRFd.jpg, https://image.tmdb.org/t/p/w185/iWnDiYUZywlHBKOg11LVNS3akv9.jpg, https://image.tmdb.org/t/p/w185/vmNDYhGMFReeHGqbTwFcFgAq9Ep.jpg, https://image.tmdb.org/t/p/w185/iNFeKnsNflNJdk2rJHmpNg9odhF.jpg, https://image.tmdb.org/t/p/w185/knUnjyggQHrnGBZ34b5WTX0mlpZ.jpg;Director: Yuefeng Song;El reino de los elfos, Dragonheart 4: Corazón de fuego, Warcraft: El origen, El reino secreto, Las crónicas de Narnia: La travesía del viajero del alba;
Dragon's Dogma;Dragon's Dogma;2020 - 2020;Un hombre se lanza a aniquilar al dragón que asesinó a su esposa embarazada, pero cada demonio al que enfrenta le arrebata un poco más de humanidad.;https://image.tmdb.org/t/p/w500/vj0alCBuOutq55ZhmlLwEkalZpR.jpg;Animación, Acción, Ciencia ficción;6.903;1;7;https://www.themoviedb.org/tv/99769;https://image.tmdb.org/t/p/original/aF1uXRZPzlQz9N892QRq0MmjcVf.jpg;T1:7;Yuichi Nakamura (Ethan (voice)), Nana Mizuki (Hannah (voice)), Miyuki Sawashiro (Olivia (voice)), Yuko Sanpei (Louis (voice)), Suzuko Mimori (Salai (voice)), Takayuki Sugo (The Dragon (voice));https://image.tmdb.org/t/p/w185/wb8behVKjBHX9XXrEydvNINCYwH.jpg, https://image.tmdb.org/t/p/w185/rQBo7HyjTIqeB7hIofb7uJFhiVs.jpg, https://image.tmdb.org/t/p/w185/11mGqwpmu8CoEy1YJgabj2g7MIv.jpg, https://image.tmdb.org/t/p/w185/gms4G7ZRIQYXI9zsorkQr8aHnOU.jpg, https://image.tmdb.org/t/p/w185/zsUuNDI3rLh0ngDUUWcwfjQn9Od.jpg, https://image.tmdb.org/t/p/w185/72SmjQLslGqH61JONZkSnEcvcRv.jpg;;Claymore, Ragna Crimson, King's Raid: Ishi wo Tsugumono-tachi, Heion Sedai no Idaten-tachi, Espíritus del Inframundo;https://www.youtube.com/watch?v=MASNtyXYZI8
Dragones de Berk;Dragones: Hacia nuevos confines;2015 - 2018;"""Los Vikingos de isla Mema y sus antiguos enemigos, los dragones, viven juntos en paz, pero esta coexistencia no es tan armoniosa como uno puede pensar. Los dragones siendo aún bestias salvajes, sin querer crean algunos problemas en la isla y otra vez, dando lugar al más gruñón entre los vikingos a tomar una excepción a su presencia. Y en cada ocasión tal, corresponde a Hipo y sus amigos a trabajar en una solución para el problema.""""""";https://image.tmdb.org/t/p/w500/hTSOLJ0lxn8TS2SrW9j1zmiPBqW.jpg;Familia, Animación, Acción, Ciencia ficción;8.4;6;78;https://www.themoviedb.org/tv/78173;https://image.tmdb.org/t/p/original/yVcuoQNo36FlZTavqjjjpsaUJyL.jpg;T1:13|T2:13|T3:13|T4:13|T5:13|T6:13;Jay Baruchel (Hiccup (voice)), America Ferrera (Astrid (voice)), Zack Pearlman (Snotlout (voice)), Christopher Mintz-Plasse (Fishlegs (voice));https://image.tmdb.org/t/p/w185/1GYJeQzPcY9Pfmc3FFsBwClkCv7.jpg, https://image.tmdb.org/t/p/w185/7q9uUWnaIjveX8DTU2lcA7mA3dp.jpg, https://image.tmdb.org/t/p/w185/ez93T66xMaCycaw5aoh61o6FO2H.jpg, https://image.tmdb.org/t/p/w185/dnj2qyxmPt5JF5uurbXQLegppAx.jpg;;Dragones, Dragones y mazmorras, Dragon Tales, Harvey Beaks, Jake y los piratas de nunca jamás;https://www.youtube.com/watch?v=N7Xor_F2A0M
Efectos Colaterales;Efectos colaterales del amor;2020;Centra su historia en torno a Henry Page, un estudiante adolescente que se considera un romántico empedernido, pero nunca se ha enamorado. El joven aspira a ser editor del periódico del instituto y vive feliz centrado en sus estudios para entrar en una buena universidad... hasta que Grace Town entra en su clase. Su nueva compañera no es precisamente la chica de sus sueños, pero poco a poco se enamora de ella cuando los dos son elegidos para editar el periódico del instituto.  Awesomeness Films se encarga de sacar adelante este proyecto inspirado en la novela que lleva el mismo nombre de la escritora australiana Krystal Sutherland.;https://image.tmdb.org/t/p/w500/wuAjv2IFNCEveIVQyZNDxvJhcSB.jpg;Drama, Romance;7.3;0;0;https://www.themoviedb.org/movie/621013;https://image.tmdb.org/t/p/original/pGTXJcZQIgqzFZlWy6KxlamlTHK.jpg;;Austin Abrams (Henry Page), Lili Reinhart (Grace Town), Sarah Jones (Suds), Bruce Altman (Toby Page), Adhir Kalyan (Kem Sharma), Coral Peña (Cora Hernandez);https://image.tmdb.org/t/p/w185/gG4KsGZDw3tO2R66cn9VdOo8uSu.jpg, https://image.tmdb.org/t/p/w185/sJcuQAJdIv3mnh9M9p5sQWhWSRN.jpg, https://image.tmdb.org/t/p/w185/1YFh9NStF75XWTLT9CPGG2395HN.jpg, https://image.tmdb.org/t/p/w185/n5y8Mg572LGT3eHyeZaa9NMMlAN.jpg, https://image.tmdb.org/t/p/w185/4AY2qSCB9EtzKwDOPEHS3E1lA8t.jpg, https://image.tmdb.org/t/p/w185/A2EPFe4fW3QQ2TY44JlFwB83jix.jpg;Director: Richard Tanne;Fuego con fuego, Invierno, primavera, verano, otoño, After: Amor infinito, Palabras en las paredes del baño, Keith;https://www.youtube.com/watch?v=GuS5BZTUVJs
El Chavo Animado;El Chavo animado;2006;El chavo animado es una serie de televisión mexicana producida por Televisa y Ánima Estudios que dio inicio el 22 de octubre de 2006 presentado por Televisa como una versión de dibujos animados basados en la serie real El Chavo, la cual fue producida originalmente en los años 70 y 80. Los episodios de El chavo animado se basa en los episodios de la serie original con los libretos de Roberto Gómez Bolaños.;https://image.tmdb.org/t/p/original/xeDaYUWycTmk4yQ0WAZzQvk38af.jpg;Animación, Comedia, Kids, Familia;7.636;7;136;https://www.themoviedb.org/tv/7821;https://image.tmdb.org/t/p/original/hAAQlQfCwRfHWftE3vuHe5nDq5a.jpg;T1:26|T2:26|T3:26|T4:22|T5:15|T6:14|T7:7;"Sebastián Llapur (Federico ""Quico"" (voice)), Víctor Delgado (Senón Barriga y Pesado ""Señor Barriga"" (voice)), Erica Edwards (Doña Florinda / Popis (voice)), Jesús Guzmán (El Chavo del 8 (voice)), Mario Castañeda (Don Ramón / Ñoño (voice)), Juan Carlos Tinoco (Profesor Jirafales ""Maistro Longaniza"" (voice))";https://image.tmdb.org/t/p/w185/jWlB0OHlSSajwLCWCeDcIU1jmqy.jpg, https://image.tmdb.org/t/p/w185/hDEQCSYILTNi26WJ2i22MuhzY6H.jpg, https://image.tmdb.org/t/p/w185/l9U0KLIyYz2SqqKdC9WEEmXoFDi.jpg, https://image.tmdb.org/t/p/w185/m3bbEELSWpZaF4bbyQT8e0BkF7w.jpg, https://image.tmdb.org/t/p/w185/rXonFHXqbE4cFzAM4NhHsl7ptvM.jpg, https://image.tmdb.org/t/p/w185/hJNyAZl1eIFCjM3eJ1EN2JZ5XZA.jpg;Creador: Chespirito;Mr. Bean Animado, Rugrats: Aventuras en pañales, La banda del patio, Patricio es la estrella, Manny Manitas;
El Dorado [2000][1080p][3.58 Gb];La ruta hacia El Dorado;2000;Siglo XVI. Dos jóvenes estafadores ganan en un juego de dados un mapa a El Dorado pero son descubiertos y perseguidos por los guardias. Logran escapar pero terminan por meterse en el barco del mismisimo Hernán Cortés. Escapan en un bote del barco y llegan a tierra arrastrados por el mar. Allí deciden emprender la búsqueda de la ciudad de oro al reconocer indicios que aparecían en el mapa, pero su aventura no terminará como ellos lo esperan.;https://image.tmdb.org/t/p/w500/yI7KqevlFBOJDpXFTZa0swDQZLU.jpg;Familia, Aventura, Animación, Comedia, Fantasía;7.289;0;0;https://www.themoviedb.org/movie/10501;https://image.tmdb.org/t/p/original/ciM5RFsBoWEj0tbwJy42Hr76iRd.jpg;;Kenneth Branagh (Miguel  (voice)), Kevin Kline (Tulio (voice)), Rosie Perez (Chel (voice)), Armand Assante (Tzekel-Kan (voice)), Edward James Olmos (Chief (voice)), Jim Cummings (Cortes (voice));https://image.tmdb.org/t/p/w185/AbCqqFxNi5w3nDUFdQt0DGMFh5H.jpg, https://image.tmdb.org/t/p/w185/ArH5dACd9AmWNNMnI6bGEkiFYIM.jpg, https://image.tmdb.org/t/p/w185/g6iJNyIhVDY5NxZU1jbKMjPnNYf.jpg, https://image.tmdb.org/t/p/w185/9HbbWAJacTHguO2InDVHKGnaasm.jpg, https://image.tmdb.org/t/p/w185/mXnilUrQBIMLHSQkPjQk99mX70x.jpg, https://image.tmdb.org/t/p/w185/c0sQPRCM5Ri3F4gVyxPr4AcPmIq.jpg;Director: Bibo Bergeron, Don Paul;Simbad: La leyenda de los siete mares, El monstruo marino, Una casa de locos: La película, La rebelión de los cuentos, El rey mono;https://www.youtube.com/watch?v=ErD6OTyvB1A
El Espanta Tiburones [2004][1080p][3 4 Gb];El espantatiburones;2004;Oscar es un pececito de verbo ra?pido que suen?a con ser un pez gordo. Pero sus suen?os le meten en agua estancada cuando una gran mentira le convierte en un improbable he?roe. Al principio los dema?s peces se tragan el anzuelo de Oscar y le llueve la fama y la fortuna. Todo va con la marea a favor hasta que empieza a quedar claro que la historia que ha propagado Oscar de que es el gran defensor del atolo?n hace agua por todas partes. El pececito descubre que ser un he?roe significa que su vida esta? de rebajas: su mentira le va a convertir en la pesca del di?a. Oscar debe aprender a navegar entre dos aguas para volver a encontrar la corriente a su favor.;https://image.tmdb.org/t/p/w500/3vI17Q3mfkIEpvwItomxMy5w1gw.jpg;Animación, Acción, Comedia, Familia;6.041;0;0;https://www.themoviedb.org/movie/10555;https://image.tmdb.org/t/p/original/7ZmZxar3bYORcl0TPA4oceyxcaE.jpg;;Will Smith (Oscar (voice)), Robert De Niro (Don Lino (voice)), Renée Zellweger (Angie (voice)), Jack Black (Lenny (voice)), Angelina Jolie (Lola (voice)), Ziggy Marley (Ernie (voice));https://image.tmdb.org/t/p/w185/8TlKqbXYgHmmaEoPBJ7djJ8Rxxa.jpg, https://image.tmdb.org/t/p/w185/cT8htcckIuyI1Lqwt1CvD02ynTh.jpg, https://image.tmdb.org/t/p/w185/iNnPqkEF0hPWhmWpjyuLuUdbKN8.jpg, https://image.tmdb.org/t/p/w185/59IhgCtiWI5yTfzPhsjzg7GjCjm.jpg, https://image.tmdb.org/t/p/w185/bXNxIKcJ5cNNW8QFrBPWcfTSu9x.jpg, https://image.tmdb.org/t/p/w185/9WZVDvWi6P8sg5hQ6JUf017d2SQ.jpg;Director: Bibo Bergeron, Rob Letterman;Super agente Hitpig, Equipo foca, ¡Upsss! ¿Dónde está Noé...?, Plankton, la película, Los Minions y sus amigos: Volumen 1;https://www.youtube.com/watch?v=hbBwU1WdtKg
El Gigante De Hierro [1999][1080p][4 Gb];El gigante de hierro;1999;En 1957, en la pequeña localidad de Rockwell, alguien ha visto cómo un enorme hombre metálico caía al mar. Un imaginativo niño descubre que se trata de un robot gigante, cuyo apetito de metal es insaciable. Entre ambos nace una fuerte amistad, pero el gobierno envía a un agente para investigar los hechos. El niño esconde a su nuevo compañero en la chatarrería de un amigo. Pero los habitantes del pueblo comienzan a sentirse aterrados porque creen que es una nueva amenaza en plena Guerra Fría.;https://image.tmdb.org/t/p/w500/voPAzJFyopCnLEwaBWpoX8uDvGI.jpg;Animación, Drama, Familia, Ciencia ficción;8.0;0;0;https://www.themoviedb.org/movie/10386;https://image.tmdb.org/t/p/original/gZ78dyRH9hXeH94ASjuvD9Vw4b5.jpg;;Jennifer Aniston (Annie Hughes (voice)), Harry Connick Jr. (Dean McCoppin (voice)), Vin Diesel (The Iron Giant (voice)), James Gammon (Foreman Marv Loach / Floyd Turbeaux (voice)), Cloris Leachman (Mrs. Lynley Tensedge (voice)), Christopher McDonald (Kent Mansley (voice));https://image.tmdb.org/t/p/w185/qPXG41rYdUGldZhMhuZFvmpZKRp.jpg, https://image.tmdb.org/t/p/w185/cMagjJsa0nSZzEueihV721dgxNn.jpg, https://image.tmdb.org/t/p/w185/nZdVry7lnUkE24PnXakok9okvL4.jpg, https://image.tmdb.org/t/p/w185/ar7am7PST1c91LYPYnrmJJxc9zH.jpg, https://image.tmdb.org/t/p/w185/o8pnV9urjuHZDAR2u4UjPy2CR1u.jpg, https://image.tmdb.org/t/p/w185/gK1XhbfD9Xd8s3VXRPpgDCluyZp.jpg;Director: Brad Bird;Número 9, Mundo extraño, Nimh, el mundo secreto de la Sra. Brisby, Elio, El niño, el topo, el zorro y el caballo;https://www.youtube.com/watch?v=2izFEWmzPdk
El Increíble Mundo de Gumball;El asombroso mundo de Gumball;2011 - 2019;Narra las divertidas aventuras de Gumball y su peculiar familia en el idílico pueblecito de Elmore. Un papá conejo rosa de 1,95 metros, una madre que se gana la vida vendiendo arco iris, un gato azul muy torpe y una conejita con un cerebro superdotado componen la familia protagonista. No hay que olvidar a Darwin, un pez rojo que se convirtió en miembro del clan el día en que le crecieron piernas y pulmones. Así es el asombroso mundo de Gumball.;https://image.tmdb.org/t/p/w500/dMYY2XqsQvDEdTtPfykTEOUZngK.jpg;Animación, Familia, Ciencia ficción, Comedia;8.5;6;240;https://www.themoviedb.org/tv/37606;https://image.tmdb.org/t/p/original/gmO3aezFgDcrhcymhNSJLGZ3CT.jpg;T1:36|T2:40|T3:40|T4:40|T5:40|T6:44;Nicolas Cantu (Gumball Watterson (voice)), Kyla Kowalewski (Anais Watterson (voice)), Donielle T. Hansley Jr. (Darwin Watterson (voice)), Christian J. Simon (Darwin Watterson (voice)), Teresa Gallagher (Nicole Watterson (voice)), Dan Russell (Richard Watterson (voice));https://image.tmdb.org/t/p/w185/ySFxLOQ9ejiZddviRVf9bhZvDsf.jpg, https://image.tmdb.org/t/p/w185/7MOdiZv7gv1tkI6Aac08rxZGLOQ.jpg, https://image.tmdb.org/t/p/w185/yZVAuQjltznepyoLAGGxW89BLhF.jpg, https://image.tmdb.org/t/p/w185/e9lHgP8xbCP9VOZPC5nonnypIpa.jpg, https://image.tmdb.org/t/p/w185/2oHiEkrPfgbfKllBFDAhZK4v1Of.jpg, https://image.tmdb.org/t/p/w185/mPh8i23ot7WQbQMu0R9ggay5Z95.jpg;Creador: Ben Bocquelet | Director: Mic Graves;El maravillosamente extraño mundo de Gumball, El Show de Ren y Stimpy, Isidoro, Patricio es la estrella, El show de Garfield;https://www.youtube.com/watch?v=v27QcfOoonI
El Jorobado De Notre Dame [1080p];El jorobado de Notre Dame;1996;Oculto a las miradas de todos los ciudadanos de París, en lo alto del campanario de la catedral de Notre Dame, vive Quasimodo. Su tutor, el juez Frollo, no le permite bajar nunca del Campanario. En compañía de tres simpáticas gárgolas de piedra, Victor, Hugo y Laverne, Quasimodo pasa las horas observando el bullicioso ir y venir de la gente. Hasta que un día, decide bajar a escondidas y conoce a la bella Esmeralda, con la que vivirá su mayor aventura.;https://image.tmdb.org/t/p/w500/pvnmJckCNgzEbuE5sHXX3tDRQox.jpg;Drama, Animación, Familia;7.131;0;0;https://www.themoviedb.org/movie/10545;https://image.tmdb.org/t/p/original/gANMasppEDQk95SvLsFNHtfBYNy.jpg;;Tom Hulce (Quasimodo (voice)), Demi Moore (Esmeralda (voice)), Kevin Kline (Phoebus (voice)), Tony Jay (Frollo (voice)), Charles Kimbrough (Gargoyle Victor (voice)), Mary Wickes (Gargoyle Laverne (voice));https://image.tmdb.org/t/p/w185/sQslzbyYZr4Qjv55VseLbbjpuMY.jpg, https://image.tmdb.org/t/p/w185/wApParZYBDi4yxekjfxjKEifJYh.jpg, https://image.tmdb.org/t/p/w185/ArH5dACd9AmWNNMnI6bGEkiFYIM.jpg, https://image.tmdb.org/t/p/w185/rlL918sjBA5m6qVEjYDCKmxU7QO.jpg, https://image.tmdb.org/t/p/w185/2vDb1yrs0p5gV2WtuvMiCbrv4iF.jpg, https://image.tmdb.org/t/p/w185/qbvnoLQH1yunVR54nRNSDM8cdwa.jpg;Director: Kirk Wise, Gary Trousdale;La invención de Hugo, Ballerina, Los viajes de Gulliver, Alicia en el país de las maravillas, Pinocho de Guillermo del Toro;https://www.youtube.com/watch?v=rJHkp8ZG_xA
El Jorobado De Notre Dame 2 [1080p];El jorobado de Notre Dame 2: El secreto de la campana;2002;El campanero Quasimodo ayudado por todos sus amigos se enfrentará en esta aventura a los planes del malvado Sarousch, hechicero y dueño de un circo. Sarouch pretende robar la famosa campana de la catedral, La Fidele. Para ello se vale de sus poderes de hechicería y obliga a la nueva amiga de Quasimodo, Madellaine a convertirse en su cómplice. El hijo de Esmeralda se interpone en sus planes e intenta detener a Sarousch. Quasimodo, ignorando los recelos de sus divertidas camaradas: las Gárgolas y guiado por su corazón, se lanza al rescate de su pequeño compañero y la valiosa campana. Secuela lanzada directamente al mercado de vídeo y DVD. (FILMAFFINITY);https://image.tmdb.org/t/p/w500/dScUGvZUUsFzQJTUFoRXQdvIXpx.jpg;Animación, Familia, Comedia, Romance;5.384;0;0;https://www.themoviedb.org/movie/12448;https://image.tmdb.org/t/p/original/bCvvGF2QljUG5MpSaTCAC1VMbvy.jpg;;Tom Hulce (Quasimodo (voice)), Jennifer Love Hewitt (Madellaine (voice)), Jason Alexander (Gargoyle Hugo (voice)), Paul Kandel (Clopin (voice)), Charles Kimbrough (Gargoyle Victor (voice)), Michael McKean (Sarousch (voice));https://image.tmdb.org/t/p/w185/sQslzbyYZr4Qjv55VseLbbjpuMY.jpg, https://image.tmdb.org/t/p/w185/lW0iM9HZWvnjFTfrTvmZRn2Ks5f.jpg, https://image.tmdb.org/t/p/w185/qRezZ2yhM2bmBERt7jVcxo8RVSA.jpg, https://image.tmdb.org/t/p/w185/aHE0zfz1fzOP3rhCH4S7WoQDHf7.jpg, https://image.tmdb.org/t/p/w185/2vDb1yrs0p5gV2WtuvMiCbrv4iF.jpg, https://image.tmdb.org/t/p/w185/xuEZeuylzznJcf0nDs1RlvuzaPr.jpg;Director: Bradley Raymond;Mulán 2, Looney Tunes: De nuevo en acción, Una familia feliz 2, Una casa de locos: La película, Los Pitufos: La aldea escondida;https://www.youtube.com/watch?v=eUwUUeSp22M
El Libro de la Selva [1967][1080p][2.63 Gb];El libro de la selva;1967;Tras la muerte de sus padres, Mowgli, un niño de apenas dos años, queda abandonado en la selva y es recogido por una manada de lobos. En el seno de la manada, Mowgli es criado como un lobo más hasta que crece y empieza a desenvolverse por sí mismo en la selva.;https://image.tmdb.org/t/p/w500/1w8wk8htVPW5cdCYnRU4bt5y5Fw.jpg;Familia, Animación, Aventura;7.3;0;0;https://www.themoviedb.org/movie/9325;https://image.tmdb.org/t/p/original/3sbmRuIpYEH5dMvec4z4JxKQHoj.jpg;;Bruce Reitherman (Mowgli the Man Cub (voice)), Phil Harris (Baloo the Bear (voice)), Sebastian Cabot (Bagheera the Panther (voice)), George Sanders (Shere Khan the Tiger (voice)), Sterling Holloway (Kaa the Snake (voice)), Louis Prima (King Louie of the Apes (voice));https://image.tmdb.org/t/p/w185/uNhDojXYNB1AvgJzhzKNXXD2o6c.jpg, https://image.tmdb.org/t/p/w185/rmwonhlAdVHs2D2u7kGOYqLiMT1.jpg, https://image.tmdb.org/t/p/w185/uAgoTmwvabGX00LnYyDfyL7TPUP.jpg, https://image.tmdb.org/t/p/w185/5tzdY4lCnfbLZU8Wblp5xfjn10B.jpg, https://image.tmdb.org/t/p/w185/86gGSpQcfgQrumwwvOmO6DtTWkP.jpg, https://image.tmdb.org/t/p/w185/gdZTmpxoFesYX1lNNHyYHCNwq1q.jpg;Director: Wolfgang Reitherman;El libro de la selva 2, El libro de la selva. La aventura continúa, El libro de la selva, Tarzán, Jorge el curioso 2: ¡Sigan a ese mono!;https://www.youtube.com/watch?v=kLJhKCfxecw
El Libro de la Vida [2014][1080p][2.82 Gb];El libro de la vida;2014;La película cuenta el viaje de Manolo, un joven torero que se debate entre cumplir con las expectativas de su familia o seguir su corazón y dedicarse a su verdadera pasión: la música. Antes de escoger el camino que seguirá, emprende una aventura recorriendo tres mundos fantásticos, donde tendrá que superar sus peores miedos.;https://image.tmdb.org/t/p/w500/k669nOalwu7NKhW7aWNJKN7Nxvi.jpg;Animación, Familia, Fantasía;7.5;0;0;https://www.themoviedb.org/movie/228326;https://image.tmdb.org/t/p/original/b0XkgWgCBurkCZdNXp7kEZdgxEi.jpg;;Diego Luna (Manolo (voice)), Channing Tatum (Joaquin (voice)), Zoe Saldaña (Maria (voice)), Christina Applegate (Mary Beth (voice)), Eugenio Derbez (Chato (voice)), Cheech Marin (Pancho Rodriguez (voice));https://image.tmdb.org/t/p/w185/qwbjcyDN37OHiln4a6P4LP31o7F.jpg, https://image.tmdb.org/t/p/w185/4TpgnS6l8YUXSne9Av9nda6mjxY.jpg, https://image.tmdb.org/t/p/w185/fCJuIn1PMUQtYdRRSnnoZeMJVWs.jpg, https://image.tmdb.org/t/p/w185/ncWS3iguCMCQ53ewacGpMGA6MHv.jpg, https://image.tmdb.org/t/p/w185/6o1w3mYF947N6TTakQXcs3NNy4w.jpg, https://image.tmdb.org/t/p/w185/eecHDNRn9K80ZcuSocsMhQb2G1i.jpg;Director: Jorge R. Gutierrez;Monster High: ¡Monstruos! ¡Cámara! ¡Acción!, Una familia feliz, Ferdinand, Coco, El regreso de Dorothy al mundo de Oz;https://www.youtube.com/watch?v=_i69CJc1BgE
