Original;Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Episodios;URL_TMDB;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Amos del Universo - Revolución;Masters del Universo: Revolución;2024 - 2024;La tecnología y la magia se ven las caras mientras He-Man y sus amigos luchan contra los siniestros planes de Skeletor en una batalla épica por el control de Eternia.;https://image.tmdb.org/t/p/w500/8O7RRcM6ttpUHHfF8lSzDLkvEyG.jpg;Animación, Acción, Ciencia ficción;7.81;1;5;https://www.themoviedb.org/tv/234721;https://image.tmdb.org/t/p/original/gJd7leBA9VvRefWLYuVFHSBPVoW.jpg;T1:5;Chris Wood (Adam / He-Man (voice)), Melissa Benoist (Teela (voice)), Liam Cunningham (Duncan (voice)), Mark Hamill (Skeletek / Skeletor / Skele-Titan (voice)), Griffin Newman (Orko / Tuvar (voice)), William Shatner (Keldor (voice));https://image.tmdb.org/t/p/w185/94P5ZXqeL8Ve0rASnLTrzOxeX3L.jpg, https://image.tmdb.org/t/p/w185/1F0fCPNhb5W0WyFe8Tszfbx1DEp.jpg, https://image.tmdb.org/t/p/w185/ljmFT9zYqh4k2bmEcNU6rxoE7fW.jpg, https://image.tmdb.org/t/p/w185/zMQ93JTLW8KxusKhOlHFZhih3YQ.jpg, https://image.tmdb.org/t/p/w185/rkmuJFceTDhSB6sGd4QRzewBDOy.jpg, https://image.tmdb.org/t/p/w185/puzpe91Lh0CzdRKg9iYilQsjoYk.jpg;Creador: Kevin Smith;Masters del Universo: Revelación, He-Man y los Masters del Universo, Pacific Rim: Tierra de nadie, Hora de aventuras: Fionna y Cake, Comando G;https://www.youtube.com/watch?v=6ucJLmGdHVg
Ana y Bruno [2017][720p][580 Mb];Ana y Bruno;2017;Ana, una niña de nueve años, llega con su madre a una playa aislada con la intención de descansar y conocer el mar. Allí, descubre que están bajo una terrible amenaza, por lo tanto, está obligada a buscar ayuda con su padre para salvar a su madre.;https://image.tmdb.org/t/p/w500/fRUzFQ7SU7Ef9An6G3NCNosytzQ.jpg;Animación, Aventura, Misterio, Familia, Fantasía;7.6;0;0;https://www.themoviedb.org/movie/265339;https://image.tmdb.org/t/p/original/i1POkO0NUMQ0mN4LP4sEXNE1jrG.jpg;;Galia Mayer (Ana), Silverio Palacios (Bruno/Poncho/Taquero), Marina de Tavira (Carmen), Damián Alcázar (Ricardo/Sr. Estación), Héctor Bonilla (Dr. Mendez), Daniel Carrera (Daniel);https://image.tmdb.org/t/p/w185/dKuz2A7jDW40oy7IcHoaMJkk20q.jpg, https://image.tmdb.org/t/p/w185/knRcubASXmakYNyY4G8BXEj12Rz.jpg, https://image.tmdb.org/t/p/w185/rGGjW1UnUL1Q4TGlfRL3W5yuyq1.jpg, https://image.tmdb.org/t/p/w185/6IAlrZ2yXubmmVaRsF7fdaP3N7C.jpg, https://image.tmdb.org/t/p/w185/hJLMHwbFgh25yvSw0IgqQAC2Nco.jpg, ;Director: Carlos Carrera;Cryptozoo, Waking Life, La noche del fin de los tiempos, The Witcher: Sirenas de las profundidades, Mad God;https://www.youtube.com/watch?v=EyMXddSFe-M
Anastasia [1997][1080p][3.22 Gb];Anastasia;1997;Cuando la sombra de la revolución se cierne sobre Rusia, Anastasia, la hija más joven de la familia real, apenas consigue escapar con vida. Años despúes conoce al joven Dimitri. Cuando se dirigen a París para reclamar los derechos del legado de Anastasia, se verán envueltos en una cruenta lucha contra el malvado monje Rasputín y su sicario, el murciélago Bartok.;https://image.tmdb.org/t/p/w500/bppGWGA8zq1sRvTdDJnUzVW9GcH.jpg;Animación, Familia, Fantasía, Aventura;7.6;0;0;https://www.themoviedb.org/movie/9444;https://image.tmdb.org/t/p/original/h6VshReCGaGQoaGZwT2wqiqrcZW.jpg;;Meg Ryan (Anastasia (voice)), John Cusack (Dimitri (voice)), Kelsey Grammer (Vladimir (voice)), Christopher Lloyd (Rasputin (voice)), Hank Azaria (Bartok (voice)), Bernadette Peters (Sophie (voice));https://image.tmdb.org/t/p/w185/pxfTSfJ4yJWq52uomSWKzigngOa.jpg, https://image.tmdb.org/t/p/w185/aCwCx6JU7Jxbg6Q1ygcnLY750le.jpg, https://image.tmdb.org/t/p/w185/5zik4VJim6YTSWDjC7tkp13wxUp.jpg, https://image.tmdb.org/t/p/w185/nxVjpyb3UrfbPZnEyDNlQVlFAs5.jpg, https://image.tmdb.org/t/p/w185/uON3TWSySIy8wbDhkSzmFTDM6XO.jpg, https://image.tmdb.org/t/p/w185/x2hZ6AsIAfb5t512Q72SYtdNdZf.jpg;Director: Don Bluth, Gary Goldman;Fantasía, La bella y la bestia, Los descendientes, Wish: El poder de los deseos, Los viajes de Gulliver;https://www.youtube.com/watch?v=NFVpoI_Qjq8
Angry Birds 2 [2019][1080p][3.9 Gb];Angry Birds 2: La película;2019;En esta nueva aventura, tanto los cerdos como los pájaros tendrán que aunar sus fuerzas para hacer frente a Zeta. Zeta ha venido desde su isla helada en busca de un lugar más cómodo para vivir, pero su llegada está a punto de poner la vida de Red, Chuck, Bomb, Leonard y compañía patas arriba.;https://image.tmdb.org/t/p/w500/yIkmA2y50NYJkAYT9nZ5pcle9tP.jpg;Animación, Aventura, Comedia, Familia;7.0;0;0;https://www.themoviedb.org/movie/454640;https://image.tmdb.org/t/p/original/tntH2nSeaGTOXV6CITPSvczSiXw.jpg;;Jason Sudeikis (Red (voice)), Josh Gad (Chuck (voice)), Danny McBride (Bomb (voice)), Leslie Jones (Zeta (voice)), Bill Hader (Leonard (voice)), Rachel Bloom (Silver (voice));https://image.tmdb.org/t/p/w185/uuacnP9DOHMsmj8FhBi0cWWDgrn.jpg, https://image.tmdb.org/t/p/w185/p9hWNRwrVEBpl8We2bxLMHkk5Mj.jpg, https://image.tmdb.org/t/p/w185/sVFPzl2t5QlGudQKWAszIWZCXZv.jpg, https://image.tmdb.org/t/p/w185/1rBpNNijHRg4Ha3PxlpOjcbPVeN.jpg, https://image.tmdb.org/t/p/w185/qyT50vQ9PQIEctE1IxDTEsBKstU.jpg, https://image.tmdb.org/t/p/w185/hfnU70X7QOdiURFEd1hM7gQIe6J.jpg;Director: Thurop Van Orman;Angry Birds: La película, Ice Age 4: La formación de los continentes, Los Rugrats: Vacaciones salvajes, Campanilla y el tesoro perdido, Ice Age 3: El origen de los dinosaurios;https://www.youtube.com/watch?v=ACRvL49Thb4
Angry Birds, La Pelicula [2016][1080p][2.8 Gb];Angry Birds: La película;2016;"""Basada en la colección de videojuegos """"Angry Birds"""", la historia se desarrolla en una isla poblada por aves felices que no vuelan. En este paraíso, Red, un pájaro con muy mal genio, el veloz Chuck y el volátil Bomb nunca han terminado de encajar. Pero cuando llegan a la isla unos misteriosos cerdos verdes, serán estos tres marginados los que averigüen qué traman los extraños visitantes.""";https://image.tmdb.org/t/p/w500/wHlxud7DzsolgvasBFt6gFHIUwP.jpg;Animación, Aventura, Comedia, Familia;6.27;0;0;https://www.themoviedb.org/movie/153518;https://image.tmdb.org/t/p/original/o4mhrLxv6I70kvYA42qANGUF7ya.jpg;;Jason Sudeikis (Red (voice)), Josh Gad (Chuck (voice)), Danny McBride (Bomb (voice)), Maya Rudolph (Matilda (voice)), Bill Hader (Leonard (voice)), Peter Dinklage (Mighty Eagle (voice));https://image.tmdb.org/t/p/w185/uuacnP9DOHMsmj8FhBi0cWWDgrn.jpg, https://image.tmdb.org/t/p/w185/p9hWNRwrVEBpl8We2bxLMHkk5Mj.jpg, https://image.tmdb.org/t/p/w185/sVFPzl2t5QlGudQKWAszIWZCXZv.jpg, https://image.tmdb.org/t/p/w185/bpEVMFMyHEQ8wLdii9WKB279w8p.jpg, https://image.tmdb.org/t/p/w185/qyT50vQ9PQIEctE1IxDTEsBKstU.jpg, https://image.tmdb.org/t/p/w185/9CAd7wr8QZyIN0E7nm8v1B6WkGn.jpg;Director: Clay Kaytis, Fergal Reilly;Angry Birds 2: La película, Madagascar 2, Ice Age 3: El origen de los dinosaurios, Bob Esponja: Un héroe fuera del agua, Ice Age 4: La formación de los continentes;https://www.youtube.com/watch?v=nsYuDG0_MU4
Animals.;Animals.;2016;Una comedia animada centrada en las criaturas oprimidas nativas del entorno menos habitable de la Tierra: la ciudad de Nueva York. Ya sean ratas enamoradas, palomas que cuestionan su género o chinches envejecidas en medio de una crisis de mediana edad, las incómodas charlas triviales, la ambigüedad moral y los problemas existenciales de los urbanitas no humanos resultan sorprendentemente similares a los nuestros.;https://image.tmdb.org/t/p/original/n9w6Njoioimlr1mEyURF5HqeAhV.jpg;Animación, Comedia;6.286;3;30;https://www.themoviedb.org/tv/65228;https://image.tmdb.org/t/p/original/o5TcV0QU960Aedxc3aRqNQ7yMG6.jpg;T1:10|T2:10|T3:10;Mike Luciano (Mike (voice)), Phil Matarese (Phil (voice)), Katie Aselton (Mom / Rebecca (voice));https://image.tmdb.org/t/p/w185/o9uCgotpVhKrhe24HOP87hkzcho.jpg, https://image.tmdb.org/t/p/w185/tO3XmcFuKjc7JKWZN5bhk9HNNtB.jpg, https://image.tmdb.org/t/p/w185/18fL82EU3YKkHDPtrmVtlPVagWz.jpg;Creador: Phil Matarese, Mike Luciano;Ugly Americans, Los PJ, Aqua Teen Hunger Force, Robot Chicken, Mission Hill;https://www.youtube.com/watch?v=lN5hzUo5ccY
Appleseed Alpha [2014][1080p][2.62 Gb];Appleseed: Alpha;2014;Basado en el manga de Masamune Shirow (el creador de Ghost in the Shell), Cuenta el pasado de la soldado Deunan y el cyborg Briareos, sobreviviendo en el New York Apocalíptico de Post- Tercera Guerra Mundial, en busca de la legendaria ciudad Olympus.;https://image.tmdb.org/t/p/w500/be1Oa4JihT875bPJpv7QaWvYiYt.jpg;Animación, Ciencia ficción, Acción;6.733;0;0;https://www.themoviedb.org/movie/269650;https://image.tmdb.org/t/p/original/myxbgobjPN13kdKBrVneiyc3tmM.jpg;;小松由佳 (Deunan Knute (voice)), Junichi Suwabe (Briareos Hecatonchires (voice)), Aoi Yuki (Iris (voice)), Hiroki Takahashi (Olson (voice)), Hiroki Touchi (Talos (voice)), Kaori Nazuka (Nyx (voice));https://image.tmdb.org/t/p/w185/iqlPvX1pwrbs9ju9WgMaRPuBiCs.jpg, https://image.tmdb.org/t/p/w185/4S7c3n3r07A83HvkLrnWZGVhiHg.jpg, https://image.tmdb.org/t/p/w185/a5Mkd66GV1l3c9bZZtnvjUf33T2.jpg, https://image.tmdb.org/t/p/w185/lFwGUkR5Lj09FVz7s0xwFgQgeRi.jpg, https://image.tmdb.org/t/p/w185/bU2vogWmnTWiQEwUADWlnBqAPhJ.jpg, https://image.tmdb.org/t/p/w185/cIMS99s6jpgGBbMnih8gx9hLPFi.jpg;Director: Shinji Aramaki;Appleseed Ex Machina, Appleseed, Blame!, 009 Re:Cyborg, Los Vengadores: Justicia y venganza;https://www.youtube.com/watch?v=4DtWCjogd1M
Astro Boy [2009][1080p][2.9 Gb];Astro Boy;2009;"""""""Astro Boy"""" es la adaptación cinematográfica de un cómic del prestigioso Osamu Tezuka que dio origen a una popular serie de televisión japonesa de los 60. Su protagonista es un joven robot con increíbles poderes que ha sido creado por un brillante científico para reemplazar al hijo que perdió. Sintiéndose incapaz de colmar las expectativas que el hombre ha depositado en él, se embarcará en un viaje en busca de aceptación, experimentará la traición y descubrirá un mundo de robots gladiadores.""";https://image.tmdb.org/t/p/w500/hApPA4YBApDjXFX8Pb15om9zD0W.jpg;Animación, Acción, Familia, Ciencia ficción;6.34;0;0;https://www.themoviedb.org/movie/16577;https://image.tmdb.org/t/p/original/t39jaNSYMVNecNPQSVVlW6I4opm.jpg;;Freddie Highmore (Astro / Toby (voice)), Kristen Bell (Cora (voice)), Nathan Lane (Hamegg (voice)), Eugene Levy (Orrin (voice)), Matt Lucas (Sparx (voice)), Bill Nighy (Dr. Elefun / Robotsky (voice));https://image.tmdb.org/t/p/w185/9larfGVg8ALIVFkr7cZzv4Emh1F.jpg, https://image.tmdb.org/t/p/w185/rP74dJXl7EjinGM0shQtUOlH5s2.jpg, https://image.tmdb.org/t/p/w185/jLPp3RoDhwOpLimKj3NhhBofPfT.jpg, https://image.tmdb.org/t/p/w185/epZE1ZohKhEFCdCKYFyvtJEj0I7.jpg, https://image.tmdb.org/t/p/w185/2OhGLJqiknaWlbTkG2KDwT935km.jpg, https://image.tmdb.org/t/p/w185/ixFI2YCGNGJfwlpI8iyhvVZRg8C.jpg;Director: David Bowers;Batman: La LEGO película, Transformers One, Jimmy Neutron: El niño inventor, Nuevos Vengadores: Heroes del mañana, Descubriendo a los Robinsons;https://www.youtube.com/watch?v=HIzvNSXXQWg
Atlantis - El imperio perdido [2001][1080p][2.00 Gb];Atlantis: El imperio perdido;2001;Un joven aventurero llamado Milo encuentra un antiguo diario que contiene pistas de cómo llegar a Atlantis, el mítico reino hundido. Junto a otros intrépidos personajes Milo decide embarcarse en el Ulises, un impresionante submarino, en una arriesgada expedición al fondo del mar.;https://image.tmdb.org/t/p/w500/uR7AKWMDTwyAub5r4QoPPiJImvx.jpg;Animación, Familia, Aventura, Ciencia ficción;7.044;0;0;https://www.themoviedb.org/movie/10865;https://image.tmdb.org/t/p/original/4eTiLRTYwAVQyQAjuFuf3BXAony.jpg;;Michael J. Fox (Milo James Thatch (voice)), Cree Summer (Princess 'Kida' Kidagakash (voice)), James Garner (Commander Lyle Tiberius Rourke (voice)), Claudia Christian (Helga Katrina Sinclair (voice)), Corey Burton (Gaetan 'The Mole' Moliere (voice)), Phil Morris (Dr. Joshua Strongbear Sweet (voice));https://image.tmdb.org/t/p/w185/2JB4FMgQmnhbBlQ4SxWFN9EIVDi.jpg, https://image.tmdb.org/t/p/w185/29VfEOJiBvNTZkIWf3YyjaNx2Gb.jpg, https://image.tmdb.org/t/p/w185/8186fvIAGrIGqnvb49CgULo34G4.jpg, https://image.tmdb.org/t/p/w185/bwmh731OxEyzgtR95nRraLDZLyB.jpg, https://image.tmdb.org/t/p/w185/wcpFwdL7m01cZoBJiUSMQVakK2G.jpg, https://image.tmdb.org/t/p/w185/iZADKc1QdCFpTvu0KnU3BZBwtrE.jpg;Director: Gary Trousdale, Kirk Wise;Atlantis: El regreso de Milo, 20.000 leguas de viaje submarino, Vaiana, Tom y Jerry. El tesoro del galeón pirata, El planeta del tesoro;https://www.youtube.com/watch?v=r39ys9K3LgA
Atlantis 2 -  El Regreso de Milo [2003][1080p][1.50 Gb];Atlantis: El regreso de Milo;2003;En la primera expedición (Atlantis: El Imperio Perdido), Milo y sus acompañantes encontraron la famosa ciudad perdida de Atlantis y salvaron al misterioso reino y a sus habitantes. Ahora, Milo, Kida y su equipo vivirán nuevas aventuras y descubrirán que poseen nuevos poderes. En su nueva misión, el equipo se enfrentará a enormes monstruos marinos, a espíritus espectaculares y poderosas leyendas recorriendo desde el polvoriento desierto del sudoeste hasta las heladas montañas nórdicas. A lo largo de esta aventura, Kida descubre el increíble poder de los cristales encantados de su ciudad y tiene que decidir si oculta ese poder en el Corazón de Atlantis o lo comparte con el resto del mando... Secuela directa a vídeo de la película de Disney de 2001.;https://image.tmdb.org/t/p/w500/cGL75ElUUClVs8kpXbVcaUxmgbd.jpg;Fantasía, Animación, Ciencia ficción, Familia, Acción;6.333;0;0;https://www.themoviedb.org/movie/8965;https://image.tmdb.org/t/p/original/3raqIytmaDD9AkAWh8W0FYtx3gX.jpg;;James Arnold Taylor (Milo (voice)), Cree Summer (Kida (voice)), John Mahoney (Whitmore (voice)), Jacqueline Obradors (Audrey / Nurse (voice)), Don Novello (Vinny (voice)), Corey Burton (Mole (voice));https://image.tmdb.org/t/p/w185/sSthBDGT8HBd2hXRNPymA6D0ov8.jpg, https://image.tmdb.org/t/p/w185/29VfEOJiBvNTZkIWf3YyjaNx2Gb.jpg, https://image.tmdb.org/t/p/w185/paVSw7Brdp6MKa2j4UPukA0KHs3.jpg, https://image.tmdb.org/t/p/w185/ehB4tbbnfOcWGtvz4aNdYUzUZhZ.jpg, https://image.tmdb.org/t/p/w185/bbpgxoJRexVFpCDEqtOJYaRH4zQ.jpg, https://image.tmdb.org/t/p/w185/wcpFwdL7m01cZoBJiUSMQVakK2G.jpg;Director: Victor Cook, Tad Stones;Atlantis: El imperio perdido, Ben 10: La destrucción de los aliens, Titán A.E., Bob Esponja: Una aventura pirata, Phineas y Ferb, la película: Candace contra el universo;https://www.youtube.com/watch?v=2om1hDsDekY
Avatar - La Leyenda de Korra;La leyenda de Korra;2012 - 2014;Korra es una maestra agua nativa de la Tribu Agua del Sur, según sigue el ciclo del Avatar. Korra ya tiene control sobre el agua control, la tierra control y el fuego control, pero todavía no controla el aire control. Ella aprenderá aire control de un maestro aire, Tenzin, el hijo de Aang y Katara. Como no sucedía en la anterior serie, Avatar: La leyenda de Korra será ambientada en dos únicos lugares, la Ciudad República, una ciudad donde las personas de todas las naciones, maestros y no maestros, viven juntos y por primera vez el Imperio de la Magia, donde habitan maestros y no maestros del poder de la magia, ellos intentarán dominar Ciudad República y las otras 4 naciones. Ciudad República está rodeada del crimen y una revolución de anti-maestros.;https://image.tmdb.org/t/p/w500/eMo4uWsN3qceNhBPcuw5T2lFsc5.jpg;Animación, Acción, Ciencia ficción, Drama;8.217;4;52;https://www.themoviedb.org/tv/33880;https://image.tmdb.org/t/p/original/hmrNfrUl3FFaymDj6Iw5oKQjIs2.jpg;T1:12|T2:14|T3:13|T4:13;Janet Varney (Korra (voice)), David Faustino (Mako (voice)), P.J. Byrne (Bolin (voice)), Seychelle Gabriel (Asami Sato (voice)), J.K. Simmons (Tenzin (voice)), Dee Bradley Baker (Naga / Pabu / Bum-Ju / Oogi / Tarrlok (voice));https://image.tmdb.org/t/p/w185/3oMQf9mtVXXXKF2FhUH7kCIOOIf.jpg, https://image.tmdb.org/t/p/w185/dNqoFIPkusGDUjjIAX0jmtQV47v.jpg, https://image.tmdb.org/t/p/w185/shniQxLvKNvANyJy3hLG8Oo7fW7.jpg, https://image.tmdb.org/t/p/w185/93srWNk5J6OIwQhPazjBGw8FzZt.jpg, https://image.tmdb.org/t/p/w185/ScmKoJ9eiSUOthAt1PDNLi8Fkw.jpg, https://image.tmdb.org/t/p/w185/9oFnToDZWp0I484s7Ua1EzNQQ2m.jpg;Creador: Bryan Konietzko, Michael Dante DiMartino;She-Ra y las princesas del poder, El intrépido Batman, Teen Titans, Halo Legends, Guardianes de la Galaxia;https://www.youtube.com/watch?v=obb1e7fiGLw
Avengers Confidential - Black Widow & Punisher [2014][1080p][2 Gb];Los Vengadores: Justicia y venganza;2014;En esta película, y una vez más, el destino del mundo está en peligro, puesto que una organización de criminales se quiere hacer con tecnología secreta de S.H.I.E.L.D., que si cae en malas manos puede ser muy peligrosa.  S.H.I.E.L.D. también está en peligro, puesto que lo primero que harían los terroristas sería eliminar esa unidad para tener el camino libre y llevar a cabo sus intenciones sin que nadie opusiese resistencia.  Para evitar esto tanto de Punhiser como la Vida Negra van a tener que colaborar, aunque lo cierto es que el primero lo hace de mala gana y tras ser detenido al molestar a S.H.I.E.L.D. en una de sus investigaciones.  Ambos van a hacer lo posible, bajo una enorme responsabilidad, pues la estabilidad del mundo que conocemos depende de ellos y de nadie más, puesto que ellos son los únicos con la capacidad necesaria para hacer que los terroristas no lleven a cabo su maligno plan.;https://image.tmdb.org/t/p/w500/4tOusszxyHiqhVkhA0Ng19eZFtp.jpg;Animación, Ciencia ficción, Acción;6.375;0;0;https://www.themoviedb.org/movie/257346;https://image.tmdb.org/t/p/original/vqQhjCeXbGDz8IeB27IPk0alfKA.jpg;;Miyuki Sawashiro (Natasha Romanoff / Black Widow (voice)), Tessyo Genda (Frank Castle / The Punisher (voice)), 手塚秀彰 (Nick Fury (voice)), Hiroki Touchi (Elihas Starr (voice)), Ryuuzaburou Ootomo (Cain (voice)), 皆川純子 (Maria Hill (voice));https://image.tmdb.org/t/p/w185/11mGqwpmu8CoEy1YJgabj2g7MIv.jpg, https://image.tmdb.org/t/p/w185/7eJeYv2OCHKAadeFVdabVkpWldo.jpg, https://image.tmdb.org/t/p/w185/9zJhLamvMx9cUgBAl8i0lmXUfo0.jpg, https://image.tmdb.org/t/p/w185/bU2vogWmnTWiQEwUADWlnBqAPhJ.jpg, https://image.tmdb.org/t/p/w185/fk3ebYlTjILTXkzJNvOi3SRUNb6.jpg, https://image.tmdb.org/t/p/w185/vylNOlXVmYFW8TJgq3Dvgoq1dy5.jpg;Director: Kenichi Shimizu;Batman: Mala sangre, Batman Vs. Dos Caras, Blame!, Batman Ninja, Iron Man: La rebelión del technivoro;https://www.youtube.com/watch?v=s5mpaToJ6V8
Aventuras con los Kratt;Los Hermanos Kratt;2011 - 2025;Wild Kratts es una serie de televisión dirigida a niños entre los 5 y los 8 años de edad, que transforma a los hermanos Kratt (aventureros y reconocidos zoólogos creadores de la famosa y premiada serie Zoboomafoo) en la versión animada de ellos mismos. En todos los episodios, Chris y Martin Kratt emprenden una misión para salvar a los animales de la tierra de los malvados Zach Varmitech, Donita Donata y el chef Gourmond.  Cada episodio se inicia con un segmento en vivo en el que los dos hermanos presentan a algunos animales. Después, los Kratt se convierten en versiones animadas de ellos mismos y la aventura comienza, ofreciéndoles a los niños un vistazo sin precedentes de la vida secreta de extraordinarias criaturas que habitan en algunos de los lugares más exóticos del planeta. Sin embargo, los animales no siempre cooperan con Chris y Martin y ambos zoólogos necesitan la ayuda de sus amigos para solucionar los problemas que van surgiendo en su camino.;https://image.tmdb.org/t/p/w500/7Nn1AZb6LJv0WedeK7o4yU6Aioh.jpg;Familia, Animación, Comedia;7.516;7;173;https://www.themoviedb.org/tv/35094;https://image.tmdb.org/t/p/original/lQ1WqzCSyjH3Zhe11776cnP7ESO.jpg;T1:40|T2:26|T3:26|T4:25|T5:18|T6:18|T7:20;Chris Kratt (Chris), Martin Kratt (Martin,M.K), Athena Karkanis (Aviva Corcovado (voice)), Jonathan Malen (Jimmy Z), Heather Bambrick (Koki);https://image.tmdb.org/t/p/w185/jESEsfv2IzPsGz3fCqGUp9cEUCw.jpg, https://image.tmdb.org/t/p/w185/76KUUiWL6wToNzTHj1lzzDPoKmu.jpg, https://image.tmdb.org/t/p/w185/bxKJJWXfnTfWVpsD5Y5H8g4vFUq.jpg, https://image.tmdb.org/t/p/w185/bsWMNVDkwzPO8vSxnZJEDokucLv.jpg, https://image.tmdb.org/t/p/w185/cOwVylosDBn2Abtmjof2C15JnNO.jpg;Creador: Martin Kratt, Chris Kratt;Jorge el curioso, Daniel Tigre y su mundo, Martha Speaks, Timón y Pumba, Bubble Guppies;https://www.youtube.com/watch?v=EGolZHsNyIM
Babylon 5 The Road Home (2023);Babylon 5: El viaje a casa;2023;Viaja a través de la galaxia con John Sheridan mientras se encuentra inesperadamente transportado a través de múltiples líneas temporales y realidades alternativas en una búsqueda para encontrar el camino de vuelta a casa. Por el camino se reencuentra con algunas caras conocidas, mientras descubre nuevas revelaciones cósmicas sobre la historia, el propósito y el significado del Universo.;https://image.tmdb.org/t/p/w500/wRU8I8q7N23bFA6vtxktgPrjZxu.jpg;Animación, Ciencia ficción, Acción, Aventura;6.969;0;0;https://www.themoviedb.org/movie/1121575;https://image.tmdb.org/t/p/original/axIU0Ay88ZSfZHL5AlsQm64Bcb8.jpg;;Bruce Boxleitner (John Sheridan (voice)), Claudia Christian (Susan Ivanova (voice)), Peter Jurasik (Londo Mollari (voice)), Bill Mumy (Lennier (voice)), Tracy Scoggins (Elizabeth Lochley (voice)), Patricia Tallman (Lyta Alexander (voice));https://image.tmdb.org/t/p/w185/1x99F4oJTFAFY2HR4PbQdxiGyMH.jpg, https://image.tmdb.org/t/p/w185/bwmh731OxEyzgtR95nRraLDZLyB.jpg, https://image.tmdb.org/t/p/w185/7zqyg8kDaYHyXZfabxQ5M6tq5Fp.jpg, https://image.tmdb.org/t/p/w185/pxjz9MOh1PMGV2SYu2hw7cmpO9e.jpg, https://image.tmdb.org/t/p/w185/797JEq0yNZiPIAyLYHhycg6uhnW.jpg, https://image.tmdb.org/t/p/w185/12nb9TIivhOdjpCPbLdj3CrCr4j.jpg;Director: Matt Peters;Starship Troopers: Invasión, Afterburn (Zona cero), Stargate SG-1. Hijos de los dioses, Attack on Titan, Larga Distancia;https://www.youtube.com/watch?v=Z54XNJivHOs
